path,d1,d2,d3,d4,a3
['data' 'LabeledDB_new' 'Octopus' '136' 'normalized_v2.ply'],[-0.4617457  -0.09949332 -0.45043141 -0.18010953  0.36071401  1.19353637  2.50060977  0.11598541 -0.29945209 -0.50908617 -0.84542281 -0.90534944 -0.54236269 -0.52678623 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.31783655 -0.62641456  0.167126    1.61543822  1.02752148  0.87769931  0.39619062 -0.38370718 -0.91537928 -1.01529559 -0.87685321 -0.55330471 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.39511086 -0.41174281 -0.2422402   0.4209623   1.0895145   0.64938367 -0.01164397 -0.31597177 -0.48131639 -0.45927066 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.50698396 -0.57220653 -0.20019869  0.85855726  0.84267699  0.38881908 -0.05177719 -0.30855236 -0.34497043 -0.28896005 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.77763406 -1.10477071 -0.58212753  0.81164267  0.72578402  0.83782526  0.80864743  0.73855024  0.85625723  0.87703286  0.81499452  0.54371953  0.15042189 -0.35060962 -0.58451496 -0.69574246 -0.70919326 -0.6886751 -0.63494093 -0.63041834]
['data' 'LabeledDB_new' 'Octopus' '137' 'normalized_v2.ply'],[ 6.52942571e-01  6.73147490e-04 -2.39401210e-01  5.67272608e-01  9.69650586e-01  1.23038947e+00  9.17612201e-01 -4.85630946e-01 -9.47022435e-01 -8.65674122e-01 -6.60231418e-01 -6.48050137e-01 -3.96236458e-01  8.51928201e-02  5.57077053e-01 -1.09007649e-01 -2.20405230e-01 -1.97401223e-01 -1.64445018e-01 -1.29031209e-01],[-0.21800281 -0.02531146  0.68475639  0.84316286  0.77704935 -0.12032116 -0.14441187 -0.14369125 -0.67178898 -0.82034135 -0.75689544 -0.42717007 -0.25183251 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.19166269 -0.15451826  0.14756409  0.51860473  0.50287099  0.08184655 -0.22570208 -0.34325386 -0.34354599 -0.31459387 -0.30347421 -0.27150293 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.32068963 -0.20170664  0.25238249  0.674501    0.24466806 -0.09075751 -0.27374002 -0.32787066 -0.30578276 -0.25884874 -0.20783887 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.47320112 -0.38606265  0.50419931  1.76986291  1.01683397  0.55964538  0.29009915  0.15662271  0.13073484  0.14876763  0.05908126 -0.20194038 -0.63547224 -0.75271489 -0.75745369 -0.73847644 -0.73022572 -0.64764362 -0.54477258 -0.53087583]
['data' 'LabeledDB_new' 'Octopus' '138' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -0.58535235 -0.18010953  1.67473504  1.67262669 -0.01702998 -0.36201115 -0.60802588 -0.95580075 -0.70550043 -0.1650497  0.99488532  0.28318604 -0.19481046 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.5629934  -0.78755275 -0.14280843  0.73024269  1.07959182  0.85897803  0.28115804 -0.10903751 -0.30890446 -0.50133369 -0.21732714 -0.20086635 -0.02308573 -0.10991859 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.48502238 -0.65924292 -0.64010737  0.1298449   1.06656683  0.77613463  0.43421732  0.09855668 -0.15027073 -0.23038318 -0.25792727 -0.26346605 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.52580769 -0.54982553 -0.05632738  1.18461844  0.7957319   0.10668006 -0.29317404 -0.36019321 -0.33887934 -0.27326781 -0.21077376 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.72635262 -0.59127259  0.35977846  1.75781755  1.16008396  0.78676764  0.53245184  0.42350567  0.36118518  0.3011134   0.17112901 -0.06280757 -0.59958507 -0.91238415 -0.86566394 -0.86179984 -0.84330364 -0.78469275 -0.72803325 -0.71152343]
['data' 'LabeledDB_new' 'Octopus' '139' 'normalized_v2.ply'],[ 0.22421631  0.49524508  0.32795866  1.30074996  1.33999798 -0.38705219 -0.53487227 -0.50623425 -0.52110369 -0.28572889 -0.38038664 -0.71124646 -0.53651765 -0.1218001  -0.32639078 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.09867205 -0.03719822  0.84552634  1.105467    0.52452518  0.1122 -0.3974962  -0.63802012 -0.69004897 -0.7311768  -0.69859589 -0.48164501 -0.28971258 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.04174147  0.31981984  0.44485597  0.43928907  0.25341792 -0.21174112 -0.49734134 -0.53908395 -0.48168584 -0.39919081 -0.33410424 -0.26770847 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.010611    0.35053121  0.70243452  0.26636142 -0.33442128 -0.58621914 -0.60335944 -0.50733094 -0.39346294 -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-7.36262943e-02 -4.01669903e-01  2.77139638e-01  1.08313900e+00  4.62322080e-01  1.10051529e-01 -2.74000533e-02 -5.79844199e-02 -9.85222723e-02 -1.95032068e-01 -2.72850345e-01 -1.13290176e-01  4.86835082e-02 -6.29638730e-03 -1.02626649e-01 -1.08738105e-01 -5.60499311e-02 -6.49941808e-04  9.97286062e-02  2.53651591e-01]
['data' 'LabeledDB_new' 'Octopus' '140' 'normalized_v2.ply'],[-0.4617457   0.15718325  0.55628642  0.91141601  1.61063646  0.19850264 -0.66959547 -0.58040613 -0.37768207 -0.37977406 -0.35157909 -0.60742393 -0.71771418 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.00837725 -0.19930741  0.81818784  1.5110624   0.89101992  0.15688549 -0.39323251 -0.67915795 -0.92628577 -0.90124855 -0.77875777 -0.51292429 -0.29378571 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.11233347 -0.00953085  0.19603796  0.56296099  0.67643158  0.02568905 -0.33980974 -0.53100634 -0.48285777 -0.41552142 -0.35672422 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.18653591  0.03806456  0.46284385  0.62836507  0.07828995 -0.37781753 -0.5488257  -0.49295738 -0.39206005 -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.43569746 -0.70882907 -0.09948542  1.48879252  0.87304124  0.48151911  0.39234112  0.34606284  0.27030945  0.14063281  0.00419301 -0.17852912 -0.40338888 -0.37109838 -0.29689095 -0.36246281 -0.37230669 -0.39988004 -0.36500098 -0.35485332]
['data' 'LabeledDB_new' 'Plier' '201' 'normalized_v2.ply'],[ 1.11025058  0.71435923  0.90569707  0.16403387 -0.22685637 -0.1618388 -0.12649258 -0.26311531 -0.20818379 -0.0780458   0.12991854 -0.30047038 -0.37285626 -0.48178777 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.83750245  0.67511653  0.04354608 -0.4465179  -0.14687848  0.98037273 -0.20780557 -0.48416893 -0.35197706 -0.34949805 -0.38838378 -0.37459826 -0.29256377 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.45541506  0.86625587  1.00566218  0.11813259 -1.09508149 -0.77393821 -0.50847039 -0.33275553 -0.30881798 -0.37632703 -0.35899773 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.59003757  1.14176234  0.88124074 -0.55362052 -1.13693659 -1.03606741 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.44588285  0.97850954 -0.35341581 -1.54770462 -0.99011485 -0.8217532 -0.76930015 -0.75001459 -0.78414362 -0.90012796 -1.08398514 -1.25057959 -1.10573211 -0.25515157  0.25672561  0.75654697  1.2174221   1.44456924  1.3980721   1.21323316]
['data' 'LabeledDB_new' 'Plier' '202' 'normalized_v2.ply'],[ 0.93876008  0.68931761  0.7638571   0.17098627 -0.20905121 -0.09632217 -0.26963598 -0.23839135 -0.39506651 -0.17209097  0.17107218  0.15995994 -0.37285626 -0.38279116 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.73905515  0.5585377  -0.04810041 -0.44434381 -0.48116954  0.54849306  0.68782217 -0.40409869 -0.33876988 -0.32266399 -0.34441124 -0.30275013 -0.25920487 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.38085986  0.76949095  0.91937434  0.12072211 -1.04367103 -0.73063896 -0.44246667 -0.29947073 -0.23647603 -0.27385922 -0.32506775 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.34661224  0.80533494  0.79816052 -0.04561621 -0.76119096 -0.99834836 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.43478273  0.88419253 -0.43698657 -1.74083186 -1.01732044 -0.76104513 -0.64337955 -0.64057496 -0.71814249 -0.87877726 -1.11601177 -1.35745799 -1.16966841 -0.24262696  0.29149199  0.815728    1.25149945  1.46548341  1.34002229  1.18417516]
['data' 'LabeledDB_new' 'Plier' '203' 'normalized_v2.ply'],[ 0.53861557  0.46394306  0.54244837  0.27179595 -0.20192914 -0.21507105 -0.26121578 -0.28371861 -0.33422097 -0.2465434   0.12991854  0.40371718  0.03045215 -0.26579517 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.60613915  0.45416574 -0.18104347 -0.44374908 -0.68092833  0.00327133  0.93905547  0.19440012 -0.29657824 -0.26891303 -0.25484261 -0.20644386 -0.19476801 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.22663794  0.54499948  0.74554858  0.14258951 -0.93287102 -0.61720903 -0.34309478 -0.19619319 -0.08418213 -0.11296017 -0.22145519 -0.26541598 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.34265627  0.79357296  0.76660003 -0.08643089 -0.71034334 -0.94467133 -0.71631432 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.41315642  0.88046018 -0.37871338 -1.822665   -0.94823935 -0.64176754 -0.44725134 -0.51444689 -0.67897623 -0.85809068 -1.11808669 -1.42110551 -1.44091128 -0.49060181  0.18503134  0.706312    1.05271007  1.24698604  1.14280537  1.05845529]
['data' 'LabeledDB_new' 'Plier' '204' 'normalized_v2.ply'],[ 2.0248666   1.03990024  0.62201713  0.58465359 -0.00251132 -0.35429388 -0.40856928 -0.41557973 -0.53414202 -0.37585551 -0.27338717  0.11933374  0.38115512 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 1.33096348  0.81915016  0.12356083 -0.15400787 -0.49151245 -0.49373242 -0.65334916 -0.3048614  -0.0895152   0.03412307 -0.05790811 -0.40749804 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.87179954  1.33681642  1.13694612 -0.19213742 -1.10103893 -0.88401475 -0.70278902 -0.56260178 -0.47585948 -0.42196981 -0.3578274  -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.85731897  1.40064928  0.83602148 -0.90091628 -1.40465284 -1.044204 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.63328656  1.27092176  0.66404665 -0.72959899 -1.44403302 -1.5988016 -1.58397158 -1.5481731  -1.52734008 -1.47130882 -1.36410452 -1.12924907 -0.02681752  1.20413288  1.61113661  1.70630751  1.64485089  1.65425077  1.49422522  1.44173626]
['data' 'LabeledDB_new' 'Plier' '205' 'normalized_v2.ply'],[ 1.22457758  0.8207861   0.84688538  0.38998661  0.02953798 -0.2723981 -0.21490468 -0.44854501 -0.42114317 -0.39152971 -0.12523405  0.08773558  0.00707196 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.79625335  0.51362623 -0.10378042 -0.05316741  0.4159412   0.49291648 -0.4075661  -0.41344914 -0.37720468 -0.33711664 -0.34315949 -0.32031175 -0.27969269 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.43797384  0.84001052  0.94631413  0.02255862 -1.01002795 -0.69362464 -0.41921459 -0.30083296 -0.33313183 -0.413138   -0.35935266 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.38303518  0.91210286  0.97970348 -0.15147936 -1.07911077 -1.03013257 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.45159526  0.58090583 -0.38693311 -0.53985951 -0.71304584 -0.7715933 -0.86341782 -0.84774227 -0.77692728 -0.83921193 -1.10616442 -1.41083824 -1.35603639 -0.18123516  0.45912889  0.85667549  1.2547604   1.37530425  1.33100956  1.33174797]
['data' 'LabeledDB_new' 'Plier' '206' 'normalized_v2.ply'],[ 0.91017833  0.46394306  0.53206984  0.15012909 -0.17344088 -0.23963979 -0.45067028 -0.38261445 -0.35595152 -0.31315873  0.01468834  0.43531534  0.89551948 -0.38279116 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.54934574  0.37430356 -0.30379893 -0.51836838 -0.76037013 -0.33186096  0.65447205  0.79758807 -0.02366129 -0.22688989 -0.21300177 -0.12841524 -0.10422241 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.20692675  0.52542042  0.64737573  0.10471064 -0.92318008 -0.62760704 -0.31687494 -0.13341354 -0.03191144  0.01115635 -0.02643181 -0.17442802 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.25987432  0.64526299  0.73503623  0.13364708 -0.58637651 -0.90609133 -0.71612084 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.28027546  0.84216582 -0.3201736  -1.86375674 -1.05909743 -0.62640013 -0.4305277  -0.37278415 -0.56800769 -0.8271805  -1.03161176 -1.35244224 -1.43471221 -0.39107346  0.24843165  0.61196831  0.93602008  1.21560864  1.30944305  1.2671156 ]
['data' 'LabeledDB_new' 'Plier' '207' 'normalized_v2.ply'],[ 0.82443307  0.370037    0.38677036  0.07017658 -0.12358642 -0.30106162 -0.47172078 -0.5927681  -0.45591204 -0.32883293 -0.15815697  0.37663304  1.11178631  1.28215185 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.38720319  0.27304734 -0.44659352 -0.67223929 -0.7368876  -0.57766676  0.2229931   0.8239071   0.71283951  0.08436673 -0.09274655  0.03252232  0.18101863 -0.08636035 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.11003112  0.39486144  0.56093539  0.06818452 -0.86983555 -0.59816055 -0.26527294 -0.06728554  0.05497824  0.13940814  0.19932635  0.16936579 -0.07597671 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.18911687  0.49541731  0.68145398  0.27329394 -0.40124034 -0.83273735 -0.71559399 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.37673938  0.6696416  -0.40251884 -1.80100845 -1.13071783 -0.53914708 -0.44892005 -0.45817663 -0.56060924 -0.81482739 -1.11089115 -1.30994908 -1.07326224  0.03174017  0.50905441  0.69094251  0.89280196  1.09623256  1.27520233  1.27729569]
['data' 'LabeledDB_new' 'Plier' '208' 'normalized_v2.ply'],[ 0.68152432  0.27613093  0.21379479 -0.00282353 -0.12358642 -0.39933656 -0.64012477 -0.62985404 -0.53414202 -0.42679665 -0.16227233  0.29086661  1.08256106  2.17312136  2.07964927 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.22326941  0.16352694 -0.60027415 -0.90232867 -0.94228947 -0.57970439 -0.00231001  0.6440082   0.95406358  0.86145886  0.39603272  0.20844002  0.53684695  0.4272499  -0.0598375  -0.0514454  -0.05136655  0.  0.          0.        ],[-0.00934648  0.16257028  0.32901736  0.11563577 -0.74705318 -0.54750665 -0.18821335  0.03648034  0.2051342   0.34866781  0.52106154  0.74757284  0.4525884  -0.00382745 -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.01263512  0.28381368  0.56420773  0.39549784 -0.10181077 -0.57197364 -0.69102836 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.44871136  0.7071809  -0.51699448 -1.65154564 -1.02340134 -0.56925799 -0.53775728 -0.63612951 -0.65446523 -0.7629098  -1.04088342 -1.08727689 -0.75006868 -0.09180611  0.24075216  0.53251203  0.92055926  1.25587118  1.38556894  1.26414408]
['data' 'LabeledDB_new' 'Plier' '209' 'normalized_v2.ply'],[ 0.96734183  0.33873497  0.19649723  0.17446246  0.05802624 -0.64092911 -0.62749447 -0.51035491 -0.49502703 -0.37585551 -0.18696452  0.26378247  1.1702368   1.82213337  0.65106299 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.38910575  0.28911688 -0.48072202 -0.7857608  -0.81623839 -0.47594542  0.00909674  0.46056115  0.571361    0.60558257  0.52248475  0.1910103  0.26003728 -0.01304548 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.13063483  0.43136574  0.53436393 -0.02329874 -0.91127278 -0.61072609 -0.26298406 -0.04022786  0.09869714  0.19964324  0.29338442  0.40290947  0.14572532 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.081464    0.42167835  0.59874242  0.3344163  -0.27287998 -0.69902582 -0.70307156 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.45600007  0.65449361 -0.62205187 -1.6895638  -0.98768261 -0.80464073 -0.76744873 -0.75097544 -0.78566125 -0.82326394 -0.8760381  -0.79204557 -0.00246442  0.59405388  0.6568421   0.79190813  1.09368621  1.33515347  1.40939309  1.32807727]
['data' 'LabeledDB_new' 'Plier' '210' 'normalized_v2.ply'],[ 1.16741408  0.61419276  0.42482498  0.41431998 -0.03099958 -0.4607584 -0.55171267 -0.56392349 -0.48633481 -0.39544826 -0.11700332  0.22767029  0.81368879  0.94016356 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.62716849  0.51159353 -0.22607901 -0.48841361 -0.51800684 -0.38647656 -0.03878472  0.10717093  0.11596065  0.25786293  0.25536522 -0.06035453 -0.19672311 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.29736631  0.64624881  0.74345971  0.00806199 -0.94125743 -0.66424694 -0.35803723 -0.19905786 -0.10080724 -0.06853265 -0.04972368 -0.12399333 -0.16142329 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.25748956  0.64584202  0.74930778  0.16678004 -0.60447776 -0.93794847 -0.71594225 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.26301684  0.81278868 -0.1628413  -1.17529027 -0.9136832  -1.0755137 -1.05885175 -0.97493029 -1.04670956 -1.11913574 -0.8286799  -0.22385148  0.40096867  0.8559709   0.94660859  1.05283551  1.19135701  1.38628495  1.42935327  1.29031795]
['data' 'LabeledDB_new' 'Plier' '211' 'normalized_v2.ply'],[ 1.56755859  0.91469216  0.46979863  0.63679653 -0.0879761  -0.39114698 -0.54329247 -0.46502765 -0.42548927 -0.35626277 -0.1663877   0.06516547  0.73185809 -0.21179701 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 1.0129629   0.68649646 -0.016293   -0.25008385 -0.40063552 -0.41201367 -0.29014459 -0.24688022 -0.06014487  0.1011944   0.02120032 -0.30689557 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.60573394  1.09216908  1.02596288 -0.0920599  -1.11337614 -0.79810072 -0.55112162 -0.43518722 -0.35350289 -0.30855056 -0.3029466  -0.27276775 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.54022023  1.09398936  0.88899593 -0.44029657 -1.13911529 -1.02446354 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.47152004  1.01251078  0.31408687 -0.6486572  -1.04318049 -1.24898544 -1.3152484  -1.27448631 -1.27479683 -1.30359607 -1.33562294 -0.97994597 -0.06469207  0.76176375  1.11864465  1.32741507  1.43508249  1.4971257  1.43580051  1.36180929]
['data' 'LabeledDB_new' 'Plier' '212' 'normalized_v2.ply'],[ 1.28174108  1.99774209  0.54244837  0.24051019  0.09363656 -0.21097627 -0.30752688 -0.34964917 -0.4385276  -0.39152971 -0.27338717  0.11030569 -0.33778596 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 1.55533386  1.24387783  0.43885688 -0.13520106 -0.60377851 -1.12274611 -0.82238582 -0.37646475 -0.1834362  -0.12877759 -0.25924234 -0.44339384 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 1.04003867  1.5757034   1.34031016 -0.08203787 -1.23985192 -1.10656343 -0.91695573 -0.7399237  -0.59367671 -0.46517737 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 1.09278203  1.77729953  0.84957729 -1.6163966  -1.60197483 -1.04612112 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 2.27071359  1.9289292   1.42605818 -1.69143284 -2.1650777  -1.98798661 -1.86119665 -1.76894757 -1.77876915 -1.86468882 -2.10629086 -2.13487036 -1.02747718  1.10161651  1.7526899   2.02214762  2.06550329  1.88611609  1.53775368  1.31483476]
['data' 'LabeledDB_new' 'Plier' '213' 'normalized_v2.ply'],[ 1.59614034  1.29031641  1.04407753  0.65417751  0.29305439 -0.08813259 -0.24858548 -0.46502765 -0.35160541 -0.45030794 -0.39273274 -0.45846118 -0.82877012 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 1.86064396  1.47708351  1.0517992  -0.19484628 -0.9941364  -1.22783977 -0.78180563 -0.51281166 -0.47695024 -0.508201   -0.55955195 -0.48780665 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 1.34155807  1.99691127  1.68854001 -0.14215068 -1.46708691 -1.4989816 -1.29730207 -0.9089764  -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 1.53901893  2.17121638  0.55271277 -2.25840954 -1.65809383 -1.04617052 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 2.21979308  1.9367909   1.30984945 -1.99240417 -2.15498161 -1.91335795 -1.80570876 -1.77415512 -1.78762958 -1.86355675 -1.93470449 -1.70473862 -0.64860903  0.58388204  1.02271968  1.41150828  1.99052926  2.31721312  2.32390401  2.35845099]
['data' 'LabeledDB_new' 'Plier' '214' 'normalized_v2.ply'],[ 1.56755859  1.13380631  1.0959702   0.77584437  0.11856379 -0.10451175 -0.29068648 -0.35376983 -0.46895037 -0.45422649 -0.35569446 -0.31852647 -0.82877012 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 1.61381731  1.07651883  0.92325151  0.34427352 -0.73534857 -1.10991527 -0.77608643 -0.53706441 -0.48642243 -0.4986733  -0.54689808 -0.49074615 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 1.14033654  1.73794221  1.49975893 -0.09980129 -1.36209212 -1.20044777 -1.03044731 -0.89360852 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 1.12706622  1.75254197  0.96940086 -1.72113834 -1.64684537 -1.04617052 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.91405254  1.26319208  1.24700041 -1.36062516 -1.79995858 -1.67649746 -1.57592036 -1.51645401 -1.52852573 -1.54133715 -1.54987108 -1.32059661 -0.30308042  0.65228511  0.96334604  1.38852551  1.76980762  2.05767198  2.07093049  1.86142013]
['data' 'LabeledDB_new' 'Plier' '215' 'normalized_v2.ply'],[ 1.33890458  0.9772962   0.92299463  0.69936806  0.24319993 -0.07584823 -0.38330868 -0.37025247 -0.44721982 -0.37585551 -0.29807936 -0.09282533 -0.82877012 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 1.32162272  0.85998023  0.52997298  0.7084556  -0.40488853 -0.97858157 -0.71198081 -0.47737872 -0.43416158 -0.44200419 -0.4872848  -0.49611639 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.82673763  1.39592334  1.31520169  0.01719257 -1.13438714 -0.96129562 -0.83205423 -0.777856   -0.63472166 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.95288585  1.50322422  0.92912699 -1.1453433  -1.55155233 -1.04617052 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 1.63149664  0.92933291  0.99516779 -0.74823115 -1.46629825 -1.4961567 -1.43772829 -1.34105137 -1.30024054 -1.21459673 -1.0664114  -0.70166134 -0.14050806  0.43494734  0.73264868  1.0889192   1.5252371   1.81727021  1.74879003  1.65184039]
